rt,stimulus,response,trial_type,trial_index,time_elapsed,internal_node_id,slider_start,accuracy,participant_id,ctime
48406,NA,"{""P0_Q0"":null,""age"":""23"",""gender"":""female"",""language"":""yes"",""amE"":""yes"",""edu"":""some college"",""comments"":""I think he has to know a small amount of Spanish because he lives in Mexico. I don't figure he would know the full language though. ""}",survey,2,102121,0.0-2.0,NA,[],cb8f3c4e-2607-4b6c-af3f-55f8c6a39d09,2024-03-13 15:54:35 CET
6992,"<h3>Instructions</h3>  <p style='text-align:left'>In this experiment, you will read a short text and we will ask you a question about what you have read. You will give your response on a slider. </p>  <p style='text-align:left'>At the end of the experiment, we will ask you some demographic questions. The experiment will take less than two minutes.</p>  <p style='text-align:left' font size=""1"">By clicking on the button below you agree to participate in the experiment, which is conducted by language researchers. You may withdraw at any time. The data collected will be anonymous and confidential. If you have any questions, you may contact the experimenters through Prolific's platform.</p>",0,html-button-response,0,6997,0.0-0.0,NA,NA,2bc04428-d14f-4f5d-8899-188d56c57e7e,2024-03-13 15:54:38 CET
23690,"Please read this text: <br><br><b>Sue runs a fitness club. She has special medals for clients that ran ten miles or more over the weekend. Sue is currently working through a list of clients, who are at all levels of fitness, to identify who gets a medal. When she gets to Jackson, who is training for a marathon, Sue says to her husband:<em> ""Jackson ran ten miles.""</b></em><br> <br> <br> <br> Given what you have read above, how likely is it that Jackson ran ten miles?",100,html-slider-response,1,30688,0.0-1.0-0.0,50,NA,2bc04428-d14f-4f5d-8899-188d56c57e7e,2024-03-13 15:54:38 CET
21322,NA,"{""P0_Q0"":null,""age"":""37"",""gender"":""male"",""language"":""yes"",""amE"":""yes"",""edu"":""graduated college"",""comments"":""""}",survey,2,52042,0.0-2.0,NA,[],2bc04428-d14f-4f5d-8899-188d56c57e7e,2024-03-13 15:54:38 CET
4356,"<h3>Instructions</h3>  <p style='text-align:left'>In this experiment, you will read a short text and we will ask you a question about what you have read. You will give your response on a slider. </p>  <p style='text-align:left'>At the end of the experiment, we will ask you some demographic questions. The experiment will take less than two minutes.</p>  <p style='text-align:left' font size=""1"">By clicking on the button below you agree to participate in the experiment, which is conducted by language researchers. You may withdraw at any time. The data collected will be anonymous and confidential. If you have any questions, you may contact the experimenters through Prolific's platform.</p>",0,html-button-response,0,4367,0.0-0.0,NA,NA,47bda62c-4d18-4619-8262-d27aefe532c3,2024-03-13 15:54:38 CET
34186,"Please read this text: <br><br><b>Sue runs a company that connects language learners with remote teachers who live all over the world. She’s trying to figure out how well her assistant, Cole, knows her remote teachers. Sue’s business partner tells her what Cole said about Charley, who lives in Korea:<em> ""Cole knows that Charley speaks Spanish.""</b></em><br> <br> <br> <br> Given what you have read above, how likely is it that Charley speaks Spanish?",100,html-slider-response,1,38555,0.0-1.0-0.0,50,NA,47bda62c-4d18-4619-8262-d27aefe532c3,2024-03-13 15:54:38 CET
21741,NA,"{""P0_Q0"":null,""age"":""50"",""gender"":""female"",""language"":""yes"",""amE"":""yes"",""edu"":""graduated high school"",""comments"":""""}",survey,2,60340,0.0-2.0,NA,[],47bda62c-4d18-4619-8262-d27aefe532c3,2024-03-13 15:54:38 CET
2982,"<h3>Instructions</h3>  <p style='text-align:left'>In this experiment, you will read a short text and we will ask you a question about what you have read. You will give your response on a slider. </p>  <p style='text-align:left'>At the end of the experiment, we will ask you some demographic questions. The experiment will take less than two minutes.</p>  <p style='text-align:left' font size=""1"">By clicking on the button below you agree to participate in the experiment, which is conducted by language researchers. You may withdraw at any time. The data collected will be anonymous and confidential. If you have any questions, you may contact the experimenters through Prolific's platform.</p>",0,html-button-response,0,2996,0.0-0.0,NA,NA,c60e1949-75a5-4bb1-9607-c631368ac0cd,2024-03-13 15:54:38 CET
21578,"Please read this text: <br><br><b>Sue runs a fitness club. She has special medals for clients that ran ten miles or more over the weekend. After consulting her assistant, Cole, who is better informed about her clients’ activities over the weekend, Sue is currently working through a list of clients, who are at all levels of fitness, to identify who gets a medal. When she gets to Jackson, who is training for a marathon, Sue says to her husband:<em> ""Cole doesn't think that Jackson ran ten miles.""</b></em><br> <br> <br> <br> Given what you have read above, how likely is it that Jackson ran ten miles?",38,html-slider-response,1,24576,0.0-1.0-0.0,50,NA,c60e1949-75a5-4bb1-9607-c631368ac0cd,2024-03-13 15:54:38 CET
18433,NA,"{""P0_Q0"":null,""age"":""55"",""gender"":""male"",""language"":""yes"",""amE"":""yes"",""edu"":""graduated college"",""comments"":""""}",survey,2,43045,0.0-2.0,NA,[],c60e1949-75a5-4bb1-9607-c631368ac0cd,2024-03-13 15:54:38 CET
2411,"<h3>Instructions</h3>  <p style='text-align:left'>In this experiment, you will read a short text and we will ask you a question about what you have read. You will give your response on a slider. </p>  <p style='text-align:left'>At the end of the experiment, we will ask you some demographic questions. The experiment will take less than two minutes.</p>  <p style='text-align:left' font size=""1"">By clicking on the button below you agree to participate in the experiment, which is conducted by language researchers. You may withdraw at any time. The data collected will be anonymous and confidential. If you have any questions, you may contact the experimenters through Prolific's platform.</p>",0,html-button-response,0,2423,0.0-0.0,NA,NA,fe0dc0a0-ac75-4f24-810e-d7f546813bbd,2024-03-13 15:54:38 CET
25759,"Please read this text: <br><br><b>Sue runs a fitness club. She’s trying to evaluate how well her new assistant, Cole, knows her clients, who are at all levels of fitness. Sue’s business partner tells her what Cole said about Jackson, who is training for a marathon:<em> ""Cole thinks that Jackson ran ten miles.""</b></em><br> <br> <br> <br> Given what you have read above, how likely is it that Jackson ran ten miles?",44,html-slider-response,1,28186,0.0-1.0-0.0,50,NA,fe0dc0a0-ac75-4f24-810e-d7f546813bbd,2024-03-13 15:54:38 CET
24956,NA,"{""P0_Q0"":null,""age"":""50"",""gender"":""male"",""language"":""yes"",""amE"":""yes"",""edu"":""graduated college"",""comments"":""be well""}",survey,2,53225,0.0-2.0,NA,[],fe0dc0a0-ac75-4f24-810e-d7f546813bbd,2024-03-13 15:54:38 CET
9923,"<h3>Instructions</h3>  <p style='text-align:left'>In this experiment, you will read a short text and we will ask you a question about what you have read. You will give your response on a slider. </p>  <p style='text-align:left'>At the end of the experiment, we will ask you some demographic questions. The experiment will take less than two minutes.</p>  <p style='text-align:left' font size=""1"">By clicking on the button below you agree to participate in the experiment, which is conducted by language researchers. You may withdraw at any time. The data collected will be anonymous and confidential. If you have any questions, you may contact the experimenters through Prolific's platform.</p>",0,html-button-response,0,9927,0.0-0.0,NA,NA,6bdcf575-0377-4479-9321-d585bf4fa652,2024-03-13 15:54:39 CET
42215,"Please read this text: <br><br><b>Sue runs a company that connects language learners with remote teachers who live all over the world. She's putting together a list of the languages spoken by the remote teachers. After consulting her assistant, Cole, who knows the teachers and the languages they speak better than she does, Sue is currently working through the list of teachers to identify who speaks Spanish. When she gets to Charley, who lives in Korea, Sue says to her business partner:<em> ""Cole doesn't know that Charley speaks Spanish.""</b></em><br> <br> <br> <br> Given what you have read above, how likely is it that Charley speaks Spanish?",39,html-slider-response,1,52150,0.0-1.0-0.0,50,NA,6bdcf575-0377-4479-9321-d585bf4fa652,2024-03-13 15:54:39 CET
22724,NA,"{""P0_Q0"":null,""age"":""24"",""gender"":""male"",""language"":""yes"",""amE"":""yes"",""edu"":""graduated high school"",""comments"":""""}",survey,2,74904,0.0-2.0,NA,[],6bdcf575-0377-4479-9321-d585bf4fa652,2024-03-13 15:54:39 CET
1159,"<h3>Instructions</h3>  <p style='text-align:left'>In this experiment, you will read a short text and we will ask you a question about what you have read. You will give your response on a slider. </p>  <p style='text-align:left'>At the end of the experiment, we will ask you some demographic questions. The experiment will take less than two minutes.</p>  <p style='text-align:left' font size=""1"">By clicking on the button below you agree to participate in the experiment, which is conducted by language researchers. You may withdraw at any time. The data collected will be anonymous and confidential. If you have any questions, you may contact the experimenters through Prolific's platform.</p>",0,html-button-response,0,1164,0.0-0.0,NA,NA,cc8b0067-ba65-4d8c-97aa-5a1fe708b8ad,2024-03-13 15:54:40 CET
19737,"Please read this text: <br><br><b>Sue runs a company that connects language learners with remote teachers who live all over the world. She’s trying to figure out how well her assistant, Cole, knows her remote teachers. Sue’s business partner tells her what Cole said about Charley, who lives in Korea:<em> ""Cole thinks that Charley speaks Spanish.""</b></em><br> <br> <br> <br> Given what you have read above, how likely is it that Charley speaks Spanish?",59,html-slider-response,1,20903,0.0-1.0-0.0,50,NA,cc8b0067-ba65-4d8c-97aa-5a1fe708b8ad,2024-03-13 15:54:40 CET
13896,NA,"{""P0_Q0"":null,""age"":""29"",""gender"":""male"",""language"":""yes"",""amE"":""yes"",""edu"":""some college"",""comments"":""""}",survey,2,34866,0.0-2.0,NA,[],cc8b0067-ba65-4d8c-97aa-5a1fe708b8ad,2024-03-13 15:54:40 CET
1221,"<h3>Instructions</h3>  <p style='text-align:left'>In this experiment, you will read a short text and we will ask you a question about what you have read. You will give your response on a slider. </p>  <p style='text-align:left'>At the end of the experiment, we will ask you some demographic questions. The experiment will take less than two minutes.</p>  <p style='text-align:left' font size=""1"">By clicking on the button below you agree to participate in the experiment, which is conducted by language researchers. You may withdraw at any time. The data collected will be anonymous and confidential. If you have any questions, you may contact the experimenters through Prolific's platform.</p>",0,html-button-response,0,1227,0.0-0.0,NA,NA,afa8755a-fea9-43d0-bc07-8412a3612bf7,2024-03-13 15:54:41 CET
7680,"Please read this text: <br><br><b>Sue runs a company that connects language learners with remote teachers who live all over the world. She's putting together a list of the languages spoken by the remote teachers. After consulting her assistant, Cole, who knows the teachers and the languages they speak better than she does, Sue is currently working through the list of teachers to identify who speaks Spanish. When she gets to Charley, who lives in Korea, Sue says to her business partner:<em> ""Cole thinks that Charley speaks Spanish.""</b></em><br> <br> <br> <br> Given what you have read above, how likely is it that Charley speaks Spanish?",78,html-slider-response,1,8910,0.0-1.0-0.0,50,NA,afa8755a-fea9-43d0-bc07-8412a3612bf7,2024-03-13 15:54:41 CET
22221,NA,"{""P0_Q0"":null,""age"":""26"",""gender"":""female"",""language"":""yes"",""amE"":""yes"",""edu"":""some college"",""comments"":""""}",survey,2,31179,0.0-2.0,NA,[],afa8755a-fea9-43d0-bc07-8412a3612bf7,2024-03-13 15:54:41 CET
6245,"<h3>Instructions</h3>  <p style='text-align:left'>In this experiment, you will read a short text and we will ask you a question about what you have read. You will give your response on a slider. </p>  <p style='text-align:left'>At the end of the experiment, we will ask you some demographic questions. The experiment will take less than two minutes.</p>  <p style='text-align:left' font size=""1"">By clicking on the button below you agree to participate in the experiment, which is conducted by language researchers. You may withdraw at any time. The data collected will be anonymous and confidential. If you have any questions, you may contact the experimenters through Prolific's platform.</p>",0,html-button-response,0,6255,0.0-0.0,NA,NA,c7f82fe6-3658-45bf-851a-6c0a27e36b9d,2024-03-13 15:54:45 CET
16937,"Please read this text: <br><br><b>Sue runs a fitness club. She’s trying to evaluate how well her new assistant, Cole, knows her clients, who are at all levels of fitness. Sue’s business partner tells her what Cole said about Jackson, who is training for a marathon:<em> ""Cole doesn't think that Jackson ran ten miles.""</b></em><br> <br> <br> <br> Given what you have read above, how likely is it that Jackson ran ten miles?",6,html-slider-response,1,23195,0.0-1.0-0.0,50,NA,c7f82fe6-3658-45bf-851a-6c0a27e36b9d,2024-03-13 15:54:45 CET
63579,NA,"{""P0_Q0"":null,""age"":""44"",""gender"":""female"",""language"":""yes"",""amE"":""yes"",""edu"":""some college"",""comments"":""""}",survey,2,86834,0.0-2.0,NA,[],c7f82fe6-3658-45bf-851a-6c0a27e36b9d,2024-03-13 15:54:45 CET
18430,"<h3>Instructions</h3>  <p style='text-align:left'>In this experiment, you will read a short text and we will ask you a question about what you have read. You will give your response on a slider. </p>  <p style='text-align:left'>At the end of the experiment, we will ask you some demographic questions. The experiment will take less than two minutes.</p>  <p style='text-align:left' font size=""1"">By clicking on the button below you agree to participate in the experiment, which is conducted by language researchers. You may withdraw at any time. The data collected will be anonymous and confidential. If you have any questions, you may contact the experimenters through Prolific's platform.</p>",0,html-button-response,0,18439,0.0-0.0,NA,NA,253b9fba-c11c-409f-bfef-51e147e7e5ae,2024-03-13 15:54:47 CET
52872,"Please read this text: <br><br><b>Sue runs a fitness club. She’s trying to evaluate how well her new assistant, Cole, knows her clients, who are at all levels of fitness. Sue’s business partner tells her what Cole said about Jackson, who is obese:<em> ""Cole thinks that Jackson ran ten miles.""</b></em><br> <br> <br> <br> Given what you have read above, how likely is it that Jackson ran ten miles?",10,html-slider-response,1,71313,0.0-1.0-0.0,50,NA,253b9fba-c11c-409f-bfef-51e147e7e5ae,2024-03-13 15:54:47 CET
140504,NA,"{""P0_Q0"":null,""age"":""70"",""gender"":""female"",""language"":""yes"",""amE"":""yes"",""edu"":""hold a higher degree"",""comments"":""I know a person with a high BMI, so I have a frame of reference because of that.""}",survey,2,211885,0.0-2.0,NA,[],253b9fba-c11c-409f-bfef-51e147e7e5ae,2024-03-13 15:54:47 CET
22629,"<h3>Instructions</h3>  <p style='text-align:left'>In this experiment, you will read a short text and we will ask you a question about what you have read. You will give your response on a slider. </p>  <p style='text-align:left'>At the end of the experiment, we will ask you some demographic questions. The experiment will take less than two minutes.</p>  <p style='text-align:left' font size=""1"">By clicking on the button below you agree to participate in the experiment, which is conducted by language researchers. You may withdraw at any time. The data collected will be anonymous and confidential. If you have any questions, you may contact the experimenters through Prolific's platform.</p>",0,html-button-response,0,22635,0.0-0.0,NA,NA,89d94f86-c47f-4a1a-ad3d-eca887646161,2024-03-13 15:54:49 CET
44604,"Please read this text: <br><br><b>Sue runs a company that connects language learners with remote teachers who live all over the world. She's putting together a list of the languages spoken by the remote teachers. After consulting her assistant, Cole, who knows the teachers and the languages they speak better than she does, Sue is currently working through the list of teachers to identify who speaks Spanish. When she gets to Charley, who lives in Mexico, Sue says to her business partner:<em> ""Cole doesn't think that Charley speaks Spanish.""</b></em><br> <br> <br> <br> Given what you have read above, how likely is it that Charley speaks Spanish?",5,html-slider-response,1,67246,0.0-1.0-0.0,50,NA,89d94f86-c47f-4a1a-ad3d-eca887646161,2024-03-13 15:54:49 CET
43360,NA,"{""P0_Q0"":null,""age"":""34"",""gender"":""female"",""language"":""yes"",""amE"":""yes"",""edu"":""some college"",""comments"":""""}",survey,2,110715,0.0-2.0,NA,[],89d94f86-c47f-4a1a-ad3d-eca887646161,2024-03-13 15:54:49 CET
8545,"<h3>Instructions</h3>  <p style='text-align:left'>In this experiment, you will read a short text and we will ask you a question about what you have read. You will give your response on a slider. </p>  <p style='text-align:left'>At the end of the experiment, we will ask you some demographic questions. The experiment will take less than two minutes.</p>  <p style='text-align:left' font size=""1"">By clicking on the button below you agree to participate in the experiment, which is conducted by language researchers. You may withdraw at any time. The data collected will be anonymous and confidential. If you have any questions, you may contact the experimenters through Prolific's platform.</p>",0,html-button-response,0,8550,0.0-0.0,NA,NA,9e7c54b0-e012-4df1-87e9-3b53c0fa6a7c,2024-03-13 15:54:49 CET
13788,"Please read this text: <br><br><b>Sue runs a fitness club. She’s trying to evaluate how well her new assistant, Cole, knows her clients, who are at all levels of fitness. Sue’s business partner tells her what Cole said about Jackson, who is training for a marathon:<em> ""Cole knows that Jackson ran ten miles.""</b></em><br> <br> <br> <br> Given what you have read above, how likely is it that Jackson ran ten miles?",79,html-slider-response,1,22343,0.0-1.0-0.0,50,NA,9e7c54b0-e012-4df1-87e9-3b53c0fa6a7c,2024-03-13 15:54:49 CET
14304,NA,"{""P0_Q0"":null,""age"":""42"",""gender"":""male"",""language"":""yes"",""amE"":""yes"",""edu"":""graduated college"",""comments"":""""}",survey,2,36719,0.0-2.0,NA,[],9e7c54b0-e012-4df1-87e9-3b53c0fa6a7c,2024-03-13 15:54:49 CET
5273,"<h3>Instructions</h3>  <p style='text-align:left'>In this experiment, you will read a short text and we will ask you a question about what you have read. You will give your response on a slider. </p>  <p style='text-align:left'>At the end of the experiment, we will ask you some demographic questions. The experiment will take less than two minutes.</p>  <p style='text-align:left' font size=""1"">By clicking on the button below you agree to participate in the experiment, which is conducted by language researchers. You may withdraw at any time. The data collected will be anonymous and confidential. If you have any questions, you may contact the experimenters through Prolific's platform.</p>",0,html-button-response,0,5278,0.0-0.0,NA,NA,471f639a-356b-4a0c-ba9a-e4d5d9c4e39f,2024-03-13 15:54:50 CET
18510,"Please read this text: <br><br><b>Sue runs a company that connects language learners with remote teachers who live all over the world. She’s trying to figure out how well her assistant, Cole, knows her remote teachers. Sue’s business partner tells her what Cole said about Charley, who lives in Korea:<em> ""Cole doesn't know that Charley speaks Spanish.""</b></em><br> <br> <br> <br> Given what you have read above, how likely is it that Charley speaks Spanish?",96,html-slider-response,1,23789,0.0-1.0-0.0,50,NA,471f639a-356b-4a0c-ba9a-e4d5d9c4e39f,2024-03-13 15:54:50 CET
10934,NA,"{""P0_Q0"":null,""age"":""33"",""gender"":""male"",""language"":""yes"",""amE"":""yes"",""edu"":""graduated college"",""comments"":""""}",survey,2,34760,0.0-2.0,NA,[],471f639a-356b-4a0c-ba9a-e4d5d9c4e39f,2024-03-13 15:54:50 CET
6519,"<h3>Instructions</h3>  <p style='text-align:left'>In this experiment, you will read a short text and we will ask you a question about what you have read. You will give your response on a slider. </p>  <p style='text-align:left'>At the end of the experiment, we will ask you some demographic questions. The experiment will take less than two minutes.</p>  <p style='text-align:left' font size=""1"">By clicking on the button below you agree to participate in the experiment, which is conducted by language researchers. You may withdraw at any time. The data collected will be anonymous and confidential. If you have any questions, you may contact the experimenters through Prolific's platform.</p>",0,html-button-response,0,6531,0.0-0.0,NA,NA,8d1a6013-bd75-4269-9ee1-d06ecce617e2,2024-03-13 15:54:51 CET
5344,"Please read this text: <br><br><b>Sue runs a fitness club. She has special medals for clients that ran ten miles or more over the weekend. Sue is currently working through a list of clients, who are at all levels of fitness, to identify who gets a medal. When she gets to Jackson, who is obese, Sue says to her husband:<em> ""Jackson ran ten miles.""</b></em><br> <br> <br> <br> Given what you have read above, how likely is it that Jackson ran ten miles?",88,html-slider-response,1,11889,0.0-1.0-0.0,50,NA,8d1a6013-bd75-4269-9ee1-d06ecce617e2,2024-03-13 15:54:51 CET
27050,NA,"{""P0_Q0"":null,""age"":""38"",""gender"":""male"",""language"":""yes"",""amE"":""yes"",""edu"":""graduated college"",""comments"":""""}",survey,2,39211,0.0-2.0,NA,[],8d1a6013-bd75-4269-9ee1-d06ecce617e2,2024-03-13 15:54:51 CET
145494,"<h3>Instructions</h3>  <p style='text-align:left'>In this experiment, you will read a short text and we will ask you a question about what you have read. You will give your response on a slider. </p>  <p style='text-align:left'>At the end of the experiment, we will ask you some demographic questions. The experiment will take less than two minutes.</p>  <p style='text-align:left' font size=""1"">By clicking on the button below you agree to participate in the experiment, which is conducted by language researchers. You may withdraw at any time. The data collected will be anonymous and confidential. If you have any questions, you may contact the experimenters through Prolific's platform.</p>",0,html-button-response,0,145500,0.0-0.0,NA,NA,def6fc96-edfd-4266-a07c-a52e5b13ce2b,2024-03-13 15:54:53 CET
26318,"Please read this text: <br><br><b>Sue runs a fitness club. She has special medals for clients that ran ten miles or more over the weekend. Sue is currently working through a list of clients, who are at all levels of fitness, to identify who gets a medal. When she gets to Jackson, who is training for a marathon, Sue says to her husband:<em> ""Jackson didn't run ten miles.""</b></em><br> <br> <br> <br> Given what you have read above, how likely is it that Jackson ran ten miles?",68,html-slider-response,1,171819,0.0-1.0-0.0,50,NA,def6fc96-edfd-4266-a07c-a52e5b13ce2b,2024-03-13 15:54:53 CET
18445,NA,"{""P0_Q0"":null,""age"":""67"",""gender"":""male"",""language"":""yes"",""amE"":""yes"",""edu"":""graduated high school"",""comments"":""""}",survey,2,190303,0.0-2.0,NA,[],def6fc96-edfd-4266-a07c-a52e5b13ce2b,2024-03-13 15:54:53 CET
15018,"<h3>Instructions</h3>  <p style='text-align:left'>In this experiment, you will read a short text and we will ask you a question about what you have read. You will give your response on a slider. </p>  <p style='text-align:left'>At the end of the experiment, we will ask you some demographic questions. The experiment will take less than two minutes.</p>  <p style='text-align:left' font size=""1"">By clicking on the button below you agree to participate in the experiment, which is conducted by language researchers. You may withdraw at any time. The data collected will be anonymous and confidential. If you have any questions, you may contact the experimenters through Prolific's platform.</p>",0,html-button-response,0,15023,0.0-0.0,NA,NA,ec196d13-d403-4bd1-b427-1f7fdee41e07,2024-03-13 15:54:54 CET
30474,"Please read this text: <br><br><b>Sue runs a company that connects language learners with remote teachers who live all over the world. She's putting together a list of the languages spoken by the remote teachers. Sue is currently working through the list of teachers to identify who speaks Spanish. When she gets to Charley, who lives in Mexico, Sue says to her business partner:<em> ""Charley doesn't speak Spanish.""</b></em><br> <br> <br> <br> Given what you have read above, how likely is it that Charley speaks Spanish?",0,html-slider-response,1,45511,0.0-1.0-0.0,50,NA,ec196d13-d403-4bd1-b427-1f7fdee41e07,2024-03-13 15:54:54 CET
23666,NA,"{""P0_Q0"":null,""age"":""48"",""gender"":""non-binary"",""language"":""yes"",""amE"":""yes"",""edu"":""hold a higher degree"",""comments"":""""}",survey,2,69289,0.0-2.0,NA,[],ec196d13-d403-4bd1-b427-1f7fdee41e07,2024-03-13 15:54:54 CET
6314,"<h3>Instructions</h3>  <p style='text-align:left'>In this experiment, you will read a short text and we will ask you a question about what you have read. You will give your response on a slider. </p>  <p style='text-align:left'>At the end of the experiment, we will ask you some demographic questions. The experiment will take less than two minutes.</p>  <p style='text-align:left' font size=""1"">By clicking on the button below you agree to participate in the experiment, which is conducted by language researchers. You may withdraw at any time. The data collected will be anonymous and confidential. If you have any questions, you may contact the experimenters through Prolific's platform.</p>",0,html-button-response,0,6318,0.0-0.0,NA,NA,73ac24f6-8a79-4d74-85d4-b85c912015c6,2024-03-13 15:55:00 CET
35867,"Please read this text: <br><br><b>Sue runs a fitness club. She’s trying to evaluate how well her new assistant, Cole, knows her clients, who are at all levels of fitness. Sue’s business partner tells her what Cole said about Jackson, who is obese:<em> ""Cole doesn't know that Jackson ran ten miles.""</b></em><br> <br> <br> <br> Given what you have read above, how likely is it that Jackson ran ten miles?",100,html-slider-response,1,42188,0.0-1.0-0.0,50,NA,73ac24f6-8a79-4d74-85d4-b85c912015c6,2024-03-13 15:55:00 CET
16052,NA,"{""P0_Q0"":null,""age"":""33"",""gender"":""male"",""language"":""yes"",""amE"":""yes"",""edu"":""graduated college"",""comments"":""""}",survey,2,58269,0.0-2.0,NA,[],73ac24f6-8a79-4d74-85d4-b85c912015c6,2024-03-13 15:55:00 CET
20461,"<h3>Instructions</h3>  <p style='text-align:left'>In this experiment, you will read a short text and we will ask you a question about what you have read. You will give your response on a slider. </p>  <p style='text-align:left'>At the end of the experiment, we will ask you some demographic questions. The experiment will take less than two minutes.</p>  <p style='text-align:left' font size=""1"">By clicking on the button below you agree to participate in the experiment, which is conducted by language researchers. You may withdraw at any time. The data collected will be anonymous and confidential. If you have any questions, you may contact the experimenters through Prolific's platform.</p>",0,html-button-response,0,20473,0.0-0.0,NA,NA,d3b283d9-b9e0-4317-be2a-6e1bd2a61c12,2024-03-13 15:55:00 CET
39725,"Please read this text: <br><br><b>Sue runs a company that connects language learners with remote teachers who live all over the world. She’s trying to figure out how well her assistant, Cole, knows her remote teachers. Sue’s business partner tells her what Cole said about Charley, who lives in Mexico:<em> ""Cole doesn't think that Charley speaks Spanish.""</b></em><br> <br> <br> <br> Given what you have read above, how likely is it that Charley speaks Spanish?",20,html-slider-response,1,60200,0.0-1.0-0.0,50,NA,d3b283d9-b9e0-4317-be2a-6e1bd2a61c12,2024-03-13 15:55:00 CET
19606,NA,"{""P0_Q0"":null,""age"":""36"",""gender"":""female"",""language"":""yes"",""amE"":""yes"",""edu"":""some college"",""comments"":""""}",survey,2,79886,0.0-2.0,NA,[],d3b283d9-b9e0-4317-be2a-6e1bd2a61c12,2024-03-13 15:55:00 CET
7240,"<h3>Instructions</h3>  <p style='text-align:left'>In this experiment, you will read a short text and we will ask you a question about what you have read. You will give your response on a slider. </p>  <p style='text-align:left'>At the end of the experiment, we will ask you some demographic questions. The experiment will take less than two minutes.</p>  <p style='text-align:left' font size=""1"">By clicking on the button below you agree to participate in the experiment, which is conducted by language researchers. You may withdraw at any time. The data collected will be anonymous and confidential. If you have any questions, you may contact the experimenters through Prolific's platform.</p>",0,html-button-response,0,7248,0.0-0.0,NA,NA,86d9a072-aafa-4081-a076-fa54cdc2732b,2024-03-13 15:55:03 CET
31871,"Please read this text: <br><br><b>Sue runs a company that connects language learners with remote teachers who live all over the world. She’s trying to figure out how well her assistant, Cole, knows her remote teachers. Sue’s business partner tells her what Cole said about Charley, who lives in Korea:<em> ""Cole doesn't know that Charley speaks Spanish.""</b></em><br> <br> <br> <br> Given what you have read above, how likely is it that Charley speaks Spanish?",100,html-slider-response,1,39124,0.0-1.0-0.0,50,NA,86d9a072-aafa-4081-a076-fa54cdc2732b,2024-03-13 15:55:03 CET
16091,NA,"{""P0_Q0"":null,""age"":""58"",""gender"":""female"",""language"":""yes"",""amE"":""yes"",""edu"":""graduated college"",""comments"":""""}",survey,2,55270,0.0-2.0,NA,[],86d9a072-aafa-4081-a076-fa54cdc2732b,2024-03-13 15:55:03 CET
4797,"<h3>Instructions</h3>  <p style='text-align:left'>In this experiment, you will read a short text and we will ask you a question about what you have read. You will give your response on a slider. </p>  <p style='text-align:left'>At the end of the experiment, we will ask you some demographic questions. The experiment will take less than two minutes.</p>  <p style='text-align:left' font size=""1"">By clicking on the button below you agree to participate in the experiment, which is conducted by language researchers. You may withdraw at any time. The data collected will be anonymous and confidential. If you have any questions, you may contact the experimenters through Prolific's platform.</p>",0,html-button-response,0,4852,0.0-0.0,NA,NA,cd679f5d-e96a-4804-940e-461fe0eaf5cd,2024-03-13 15:55:03 CET
37920,"Please read this text: <br><br><b>Sue runs a company that connects language learners with remote teachers who live all over the world. She's putting together a list of the languages spoken by the remote teachers. After consulting her assistant, Cole, who knows the teachers and the languages they speak better than she does, Sue is currently working through the list of teachers to identify who speaks Spanish. When she gets to Charley, who lives in Korea, Sue says to her business partner:<em> ""Cole doesn't think that Charley speaks Spanish.""</b></em><br> <br> <br> <br> Given what you have read above, how likely is it that Charley speaks Spanish?",28,html-slider-response,1,42786,0.0-1.0-0.0,50,NA,cd679f5d-e96a-4804-940e-461fe0eaf5cd,2024-03-13 15:55:03 CET
16404,NA,"{""P0_Q0"":null,""age"":""35"",""gender"":""male"",""language"":""yes"",""amE"":""yes"",""edu"":""graduated college"",""comments"":""""}",survey,2,59617,0.0-2.0,NA,[],cd679f5d-e96a-4804-940e-461fe0eaf5cd,2024-03-13 15:55:03 CET
17088,"<h3>Instructions</h3>  <p style='text-align:left'>In this experiment, you will read a short text and we will ask you a question about what you have read. You will give your response on a slider. </p>  <p style='text-align:left'>At the end of the experiment, we will ask you some demographic questions. The experiment will take less than two minutes.</p>  <p style='text-align:left' font size=""1"">By clicking on the button below you agree to participate in the experiment, which is conducted by language researchers. You may withdraw at any time. The data collected will be anonymous and confidential. If you have any questions, you may contact the experimenters through Prolific's platform.</p>",0,html-button-response,0,17094,0.0-0.0,NA,NA,e243e087-f331-4aff-b5d1-ee6faea47a4a,2024-03-13 15:55:17 CET
46079,"Please read this text: <br><br><b>Sue runs a company that connects language learners with remote teachers who live all over the world. She’s trying to figure out how well her assistant, Cole, knows her remote teachers. Sue’s business partner tells her what Cole said about Charley, who lives in Mexico:<em> ""Cole knows that Charley speaks Spanish.""</b></em><br> <br> <br> <br> Given what you have read above, how likely is it that Charley speaks Spanish?",15,html-slider-response,1,63175,0.0-1.0-0.0,50,NA,e243e087-f331-4aff-b5d1-ee6faea47a4a,2024-03-13 15:55:17 CET
25311,NA,"{""P0_Q0"":null,""age"":""38"",""gender"":""female"",""language"":""yes"",""amE"":""yes"",""edu"":""hold a higher degree"",""comments"":""""}",survey,2,88521,0.0-2.0,NA,[],e243e087-f331-4aff-b5d1-ee6faea47a4a,2024-03-13 15:55:17 CET
